Which Literary Nanny's C.V. Reads “Practically Perfect In Every Way”?,Mary Poppins
In 1955 Who Became The Last Woman To Be Executed By Hanging In Britain?,Ruth Ellis
Which Company's Logo Compromises Of A White Letter M In A Black Circle?,Motorola
The Hepatic Artery Supplies Which Organ With Blood?,Liver
"David Bowie & Kate Bosworth Suffer From Heterochromia, What Unusual Feature Do They Both Have",Different Coloured Eyes
What Was The First Name Of Lady Chatterley In The Novel “Lady Chatterley's Lover”?,Constance
What Was The Name Of The North Sea Oil Platform That Was Destroyed In 1988?,Piper Alpha
Who Did Charles Kennedy Replace As The Leader Of The Liberal Democrats?,Paddy Ashdown
What Colour Is The Cross On The Flag Of Finland?,Blue
What Number Is Represented By The Phrase “Doctor's Orders” In Bingo Slang?,9
In 2002 What Became The First Musical since “Oliver” To Win Best Film Oscar?,Chicago
Which Novel Features A Horse Called Boxer?,Animal Farm
Who Was The Original Presenter Of The National Lottery Saturday Night Show?,Noel Edmonds
An Orchidectomy Is The Surgical Removal Of What,Testicles
According To Legend What Animal Lost Its Tail After Trapping It In The Doors Of Noah's Ark?,Manx Cat
What Made Its Last Trans-Atlantic Flight On October 24 th 2003?,Concorde
The Motto For Which Supermarket Chain When Translated Means The Scandinavian For Value,Netto
What Is The Oldest Cathedral In Britain?,Canterbury
What Does The FC Stand For With Regard To The Fashion Label FCUK?,French Connection
Which Stephen Sondheim Musical Tells The Story Of A Murderous Barber?,Sweeney Todd
Which Island Has “Hobart” As It's Capital City,Tasmania
"What cocktail consists of Tia Maria, Vodka and Coke?",A Black Russian
"What organisation is also known as ""La Cosa Nostra""?",The Mafia
Which Green Cleaning Product Was Invented By Audley Bouldler Williamson 1947,Schwarfeger
In Which Hand Does The Statue Of Liberty Hold Her Torch?,Right Hand
On What Day Of The Week Was The 9/11 Twin Towers Tragedy?,Tuesday
"Which Model Of Vauxhall Car Had To Be Renamed In Spain, Due To The Fact That When Translated It Became The Vauxhall No Go.",Vauxhall Nova
Charcharodon Charcharias Is The Proper Scientific Name For Which Highly Dangerous Creature,Great White Shark
Which drink was advertised on TV by Joan Collins and Leonard Rossiter?,Cinzano
What Do Jim Bowen And Sting Have In Common?,Both Were Teachers
In Which European City Is The “San Siro” Football Stadium?,Milan
What is the only bird that can swim but not fly?,Penguin
What won the toy of the year award in both 1980 and 1981?,The Rubik's Cube
Which Football Manager Failed To Take England To The 1994 World Cup,Graham Taylor
"What Type Of Warrior Owned By Greenpeace Was Sunk Of The Coast Of New Zealand In 1985,",The Rainbow Warrior
Which London Railway Station Has The Most Platforms?,Waterloo
Which Is The Tallest Fence On The Grand National Course At Aintree?,The Chair
Who Was Robbin Island Prison's Most Famous Inmate?,Nelson Mandela
What Was The Name Of The Shuttle That Exploded Shortly After Take Off In 1986?,Challenger
Where In The Human Body Would You Find A Pair Of Ventricles?,The Heart
Which Gas Makes Fizzy Drinks Fizzy?,Carbon Dioxide
Which Herb Is Used To Flavour The Tomato Based Sauce On A Pizza,Oregano
Sherbet Is Cockney Rhyming Slang For What Mode Of Transport?,"Cab, Sherbet Dab"
What Do The Initials “ ANI ” Signify In A Lonely Hearts Advert?,Age Not Important
What Is The Last Letter Of The Greek Alphabet,Omega
What Is Collected By A Philatelist,Stamps
Specifically Where Did Sir John Houblon Replace Sir Christopher Wren?,Back 50 Pound Note
Which Is The Only State Of The USA That Lies South Of The Tropic Of Cancer?,Hawaii
Red Iron Oxide Is More Commonly Known As What?,Rust
What Is The Name Of The Roman God Of Fire?,Vulcan
What Gives The Russian Soup Borscht Its Reddish Colour?,Beetroot
Name The Only Two Pieces That May Be Used To Make The 1 st Move In Chess?,Pawn & Knight
"How Are Alvin, Simon & Theodore Collectively Known?",The Chipmunks
Which Building Houses The World's Largest Telephone Switchboard?,The Pentagon
Who Is The Greek Goddess Of Love,Aprodite
Who Is The Greek God Of Love,Eros
What Is The More Common Eight Letter Name For The Wood Hyacinth?,Bluebell
What T Is The Spice That Gives Piccalilli And Curries Its Yellow Colour?,Turmeric
In Which Modern Day Country Would You Find The Region Of Transylvania?,Romania
Who Is The Patron Saint Of Lovers?,St Valentine
What Does A Red Triangle Represent On An Ordinance Survey Map?,Youth Hostel
How Many Years Of Marriage Are Celebrated On An Emerald Anniversary?,55
"Before The Euro, What Was Holland's Unit Of Currency?",Guilder
Which Highly Popular Consumer Product Features A Bird Called Cornelius On Its Packaging?,Kellogs Corn Flakes
What Number Is Represented By The Bingo Call “2 Fat Ladies”?,88
Which Flower Is Some Times Referred To As The Lent Lily?,Daffodil
Belfast Airport Was Renamed In March 2006 But In Whose Honor?,George Best
Qantas Is The National Airlines Of Which Country,Australia
In Which Country Would You Find Montego Bay?,Jamaica
What Do The Initials DKNY Stand For With Regard To The Clothing Label?,Donna Karan New York
What Organisation Was Founded By Baydon Powell In 1908,The Cub Scouts
Which British Newspaper Has A Lion And A Unicorn On Its Masterhead?,The Times
Which Herb Is Used To Flavour The Drink Pernod?,Aniseed
Which London Bridge Connects St Paul's Cathedral And The Tate Modern?,The Millennium Bridge
What Part Of The Body Is A Renologist Concerned With?,Kidneys
Who Was The Roman God Of The Sea?,Neptune
Which Was the First Car In Britain To Sell A Million Copies?,Morris Minor
Edgbaston Is An Area In Whhich Briitish City,Birmingham
In Cockney Rhyming Slang What Is Knownn As A Whistle & Flute,A Suit
In Maths What Is Half Of 192,96
In The Human Body What Is The Scapula,The Shoulderblade
What Were The First 2 Names Of The Inventor Of The Telephone,Alexander Graham
What Is The Naame Of The london Street That Is Home To The Prime Minister,Downing Street
Who Wrote The Novel 2 Kill A Mocking Bird,Harper Lee
What Does A Bibliophile Collect,Books
If You Potted 3 Reds & Pink & A Black In Snooker How Much Would You Have Scored,16
In Childrens Tv On What Common Did The Wombles Live,Wimbledon
In The World Of Fashion With What Product Is Jimmy Choo Associated,Shoes
"In The Tv Crime Series ""The Sweeney"" John Thaw Played Reagan Who Played Carter",Dennis Waterman
In Tv Which Playwrightt Wrote The Drama Boys From The Blackstuff,Alan Bleasdale
Which Long Running Tv Show Features A Dailty Conundrum,Countdown
What Is The Name Of Paul McCartneys Fashion Designer Daughter,Stella
Which Author Wrote The James Bond Spy Thrillers,Ian Flemming
Which Woman Famous For Prison Reform Is Featured On The Back Of A 5 Pound Note,Elizabeth Fry
Apart From Earth What Was The First Planet To Be Discovered (William Herschel),Uranus ( March 13 th 1781 )
The Magnetic Compass Was First Used By Which Country,China
In Which Year Was The First Test Tube Baby Louise Brown Born,"1978, 25 th July"
Captain Matthew Webb Was The First Person Ever To Do What,Swim The English Channel
Nick Leeson Was Held Responsible For The Fall Of Which Merchant Bank,Bearings Bank
Which Conservative MP Admitted To Having An Affair In 1983 With His then Secretary Sarah Keays Who Went On To Have His Love Child,Cecil Parkinson
Which Country Was The First To Produce Gin,Holland
In Food What Does The Acronym Spam Stand For,Shoulder Pork And Ham
What Unusual Event Put Big Ben Back By 5 Minutes in 1945,A Flock Of Starlings Landed On The Minute Hand
How Many Pillars Of Wisdom Did T E Lawrence Write About,Seven
Which Celebrity Couple Now Feature In A Book On British Slang As A Euphemism For Sex?,Posh & Becks
Which Skater allegedly had rival Nancy Kerrigan attacked at the 1994 Olympics,Tonya Harding
In Which Shakespeare Play Will You Hear The Line “Is This A Dagger Which I See Before Me”?,Macbeth
What Colour Are The Stars Of The European Union Flag,Yellow
Which Branch Of Science Deals With The Use Of Liquids In Performing Mechanical Tasks?,Hydraulics
What Country Is Said To Have A Toe & A Heel?,Italy
Johnny & The Moondogs Was An Early Name For Which Pop Group?,The Beatles
The Guitarist Brian May Is Married To Which Former Eastenders Actress?,Anita Dobson
"Last Year The Levi Jean Company Was In The News After Unveiling A New Design Of Jeans That Had A Special Pocket, Specifically Designed For Carry What?",I-Pods
Which Tv Crime Buster Used To Sign Off With The Words (Keep Em Peeled),Shaw Taylor (Police 5)
What Make Of Car Was Leslie Crowther Driving When He Was Seriously Injured in 1992,Rolls Royce
What Ceased To Be Legal Tender In March 1988,The Pound Note
Which Major Story Was Uncovered By Journalists Bob Woodward & Carl Bernstein,Water Gate
Who had the face that launched a thousand ships,Helen Of Troy
Which Area Of London (Which Is Also A Monopoly Square ) Did Jack The Ripper Commit His Crimes?,Whitechapel
Which Part Of The Body Can Increase By Up To 8 Times When Excited?,The Pupil
What Is The Favourite Food Of The Teenage Mutant Ninja Turtles?,Pizza
In History The First & Last Wives Of Henry The 8th Shared Which Name?,Catherine (Parr & Aragon)
What Was The Name Of The Monkey Who Was The King Of The Swingers In The “Jungle Book”?,King Louie
What Colour Are The Hotels On A Monopoly Board?,Red
What would the other 2 angles of an isosceles triangle be if the 3 rd angle was 100 degrees,40
Which Famous Magazine Still Being Published Today Was Launched In 1953,Playboy
Yes Or No - In Scotland Is It Legal For A Man To Wed His Widows Sister ?,No (He Is Dead)
What Is The Name Of The Milkman In Camberwick Green,Thomas Tripp
Konrad Kujau & Gerd Heidemann Were Arrested In May 1983 For Their Part In What Fraudulent Publication,The Hitler Diaries
What Is India 's National Flower?,The Lotus Flower
In Which Country Would You Find The Popular Holiday Resort Of Cancun ?,Mexico
Which Of The Seven Wonders Of The Ancient World Was In Babylon ?,The Hanging Gardens
What Type Of Popular Foodstuff Is A “Maris Piper”?,Potato
From Which English Port Did The Titanic Set Sail On Her Maiden Voyage?,Southampton
In Which American City Did Al Capone Build Up His Criminal Empire?,Chicago
On What Date Is St Georges Day?,23 rd April
In Which Country Will You Find The World Famous Raffles Hotel?,Singapore
According To The Famous Proverb A Rolling Stone Gathers No What?,Moss
Excluding Monarchs Who Was The First Woman To Be Depicted On A British Bank Note?,Florence Nightingale
"Number One, Canada Square, London Is The Address Of Which Building?",Canary Wharf Tower
One Of Marcel Duchamps Most Famous Artistic Works Is The Fountain But What Does It Actually Depict,A Urinal
Which Woman Is The Subject Of The Greatest Number Of Statues Around The World?,Virgin Mary
What Is The Most Southerly Point On The British Mainland?,Lizard Point
In 1965 Who Died And Consequently Became The First Commoner To Be Granted A State Funeral?,Winston Churchill
What Name Is Given To The Ceremonial Dance Of the All Blacks Rugby Union Team?,Haka
"What Connects Julie Newmar, Michelle Pfeiffer, & Halle Berry?",Cat Woman
Which Andrew Lloyd Webber Musical Features The Song “Music Of The Night”?,The Phantom Of The Opera
Where In Britain Is Ronaldsway Airport?,Isle Of Man
Which American Food Company's Emblem Is Known As The Dough Boy?,Pillsbury
What Is the Six Letter Medical Name For The Voice Box?,Larynx
In Which North East Town Is The Metro Centre?,Gateshead
By Which Name Is The Teaching Aid Calcium Carbonate Better Known?,Chalk
The Gold Coast Is A Region Of Which Australian State?,Queensland
Which Organ In The Human Body Accounts For Approximately 16% Of A Persons Weight,The Skin
The Twins Represents Which Sign Of The Zodiac?,Gemini
What Is The Only Us State To Begin With The Letter L?,Louisiana
What Is The Capital Of Jersey?,St Hellier
Which Publication First Went On Sale On March 1st 1991,The Big Issue
Which Is The Second-Longest River In The World? (Use This One At You're Own Risk),Amazon
What Does The V Stand For In The Nato Phonetic Alphabet?,Victor
In Which American State Are The Cities Of Orlando And Miami?,Florida
What Is The First Station After Go On A Monopoly Board?,Kings Cross
In Car Engines What Simple Device Ignites The Petrol Airmixture In The Cylinder?,The Spark Plug
"What Do John Travolta, Gary Numan And Nicholas Lyndhurst Have In Common?",All Qualified Pilots
Which D.H. Lawrence Novel Was Banned Until November 1960?,Lady Chatterley's Lover
Which Paris Airport Is Named After A French President?,Charles De Gaulle
On Which British Island Is The Town Of Cowes?,Isle Of Wight
Which Is Europe's Second Largest Island After Main Land Britain?,Iceland
"What Was The Name Of The Gas That Caused Horrific Skin Blistering In The Trenches During World War One, Which Can Also Be Associated With A Common Food Accompaniment",Mustard Gas
Which Girls Name Is The Same As A Female Donkey?,Jenny
"In 1977 Which Comedian Insured His Teeth For 100,000 Pounds?",Ken Dodd
Which Famous Celebrity Has A Perfume Range Entitled “Curious”?,Britney Spears
Which Regular Actor From The Carry On Films Was Born In South Africa?,Sid James
How Is The Company Eastern Seaboard Standard Oil Better Known?,Esso
Which UK City Is Served By Turnhouse Airport?,Edinburgh
What Type Of Acid Will You Find In A Car Battery,Sulphuric Acid
"Which American State Is Nicknamed ""The Bluegrass State""",Kentucky
Which Tv Detective Was Created by Colin Dextor,Inspector Morse
Which Leaves Taste Of Aniseed,Fennel
"In Which Country Were Family Names First Used? (Like Jones, Smith, OConnor Etc)",China
In Which American State Is Las Vegas?,Nevada
What Is The First Sign Of The Zodiac?,Aries
Which Supermarket Chain Was Founded By TE Stockwell And Jack Cohen?,Tesco
In Which Decade Did Polo Mints First Go On Sale?,1940's
What Spirit Is Added To Cider And Blackcurrant To Make a Red Witch Cocktail?,Pernod
Which Day In The Christian Calendar Signals The Beginning Of Holy Week?,Palm Sunday
"According To A Recent Survey What Is The Country That Has The Best Education, The Lowest Crime Rate, Lowest Tax, & The Lowest Percentage Of Underage Pregnancy?","Holland, Preggers At (14)"
The Illness Tetanus Is Sometimes Referred To As What?,Lockjaw
What Well known Food Stuff Was The Inspiration Behind The 80's Classic Video Game PacMan?,A Pizza
Which Company Once Used The Advertising Slogan “ Because Life's Complicated Enough ”?,Abbey National
Concerning Footwear Wear Exactly On A Shoe Or Trainer Will You Find The Aglit?,Part Of the Lace
"In Electronics 3amp Fuses Are Red, 13 Amp Fuses Are Brown But What Colour Are 5 Amp Fuses?",Black
As We Know The Breakdown Company AA Stands For Automobile Association But What Do The Letters RAC Stand For?,Royal Automobile Club
With What Is The Road To Hell Said To Be Paved?  ,Good Intentions
"According To he 2006 Highway Code, Passengers Of What Age And Above Are Responsible For Themselves Wearing A Seatbelt?",14
What Was The Name Of The Showgirl Who Was At The Centre Of The Profumo Scandal In 1963,Christine Keeler
What Is The Name Of The Chemical With The Atomic Number 17 That Is Often Used To Disinfect Water?,Chlorine
When Referring To Champagne Which Four Letter Word Means Very Dry?,Brut
Where Exactly Is The Statue Of Eros Located In London?,Picadilly Circus
Chop Suey A Dish Of Chopped Simmered Vegetables Originated In Which Country?,USA
Which Famous Holiday Camp Is Located In Crimpton On Sea In Essex?,Maplins
What Is The Common Name For The Wood Hyacinth?,Bluebell
Can You Remember What The State Flower Of Alaska Is?,Forget Me Not
In 2001 What Was Declared As Britains Favourite Dish,Chicken Tika Masala
In What Country Was Adolf Hitler Born,Austria
What Was The Name Of The Village In Which The Tv Show Noels House Party Was Set,Crinkly Bottom
What Colour Is Disabled Badge In Disabled Persons Vehicle,Orange / (Blue 2006 Onwards)
If You Were To Purchase “Le Figaro” In France What Would You Be Buying,A Newspaper
What Is Commonly Regarded As The Oldest Of All The Sciences,Astronomy
What is the only sign of the zodiac not named after a living creature,Libra (Scales)
The words Czar and Kaiser are both derived from which famous person in history?,Julius Caesar
How many kilobytes are there in a megabyte?,1024
"Out of all the animals in the Chinese horoscope, which comes first alphabetically?",Bore / Dog (Bore Now Pig)
What Is The Main Ingredient In The Dish Known As Bombay Duck,Fish
Which Part Of The Human Body Is Responsible For The Cleansing Of The Blood?,Kidneys
Lack Of What Is The Main Cause Of The Condition Known As Rickets?,Vitamin D
Which Is The Only Football Club Consisting Of 8 Letters That Has 4 Letters In Its Name That Are All The Same?,Millwall
What Was Popularised In 1612 By James 1 st Outlawed In 1878 & Brought Back In 1990's,The Lottery
What Type Of Hat Has The Spanish Meaning For “Shade”?,Sombrero
Which Comedy Series Is Set In The Confines Of The “Wernham Hogg” Paper Company,The Office
Which 1980's Dolls Were “Offered For Adoption” Rather Than Sold?,Cabbage Patch Kids
Which Stephen King Novel Tells The Story Of A Haunted Plymouth Fury Automobile?,Christine
What Form Of Transport Did Sir Clive Sinclair Launch In The 1980's BP (Year),Sinclair C5 (1985)
On TV He's Strong & Tough & Only The Best Is Good Enough Who Is He,Milky Bar Kid
What Major Flop Was Lauunched By The Drinks Industry During The 1980's,Non Alcoholic Beer
On Tv What Type Of Foodstuff Was Said To Have “Nowt Taken Out”,Bread (Tom Allisons)
Which Wife Of Henry The 8 th Was Married To Him For The Shortest Amount Of Time,Anne Of Cleeves (6 Mts)
Countries That Begin With The Letter “A” Normally End With The Letter “A” However There Are 2 That Break This Rule PFE,Afghanistan & Azerbaijan
By what name is Schubert`s Symphony No. 8 better known?,Unfinished Symphony
Which Tv Presenter's Life Came To An Unexpected & Premature End On September 17 2000,Paula Yates
Which Martial Art Brought To The West In The 1950's Translates Into English As “Harmony Energy Way”,Aikido
"What colour belt does a beginner in Judo wear, is it Red, White or Blue",White
"In The World Of History What Were ""Little Boy"" and ""Fat Man""",Atom Bombs / Japan
Which Part Of America Gets It's Name From The Spanish For “The Meadows”,Las Vegas
Eddie Shah Used To Own A British Newspaper That Was At The Centre Of A Trade Union Dispute What Was It Called,Today
What Was The Name Of The 70's Bicycle Made By Raleigh That Had A Gearshift On It's Crossbars,The Chopper
What Type Of Stamps did British Motorists Used To Collect When Purchasing Petrol,Green Shield
During The 80's A Huge Advertising Campaign Got Underway Featuring The Slogan,"British Gas, Shares"
“If You See Sid Tell Him” What Specifically Were You Supposed To Be Telling Sid About,
What Was The Name Of The First Floating Pirate Radio Station,Radio Caroline
What Type Of Childrens Books Were The Brain Child Of Roger Hargreaves,Mr Men
From Which Animal Does Cashmere Wool Come From?,A Goat
A Steak Au Poivre Is Steak Covered With What?,Pepper
In Which Type Of Object Would You Find Together A Verso And A Recto?,In A Book (Right & Left Pages)
A Daiquiri Is Made From Fruit Juice And Which Alcoholic Drink?,White Rum
Which Is Britain's 3 rd Largest Airport?,Manchester
In France She Is Called Mademoiselle Rose. What Is She Called In Britain?,Miss Scarlet (Cluedo)
"In The Novel Little Woman There Are Four March Sisters Jo, Meg, Beth And Who Else?",Amy
Cars With The International Vehicle Registration C Comes From Which Foreign Country?,Cuba
What T Is The Spice That Gives Piccalilli And Curries Its Yellow Colour?,Turmeric
Who Was The Only British Prime Minister To Marry A Divorcee?,Margaret Thatcher
Which Fashion Designer Was Murdered Outside His Miami home In 1997,Giani Versace
Which Game Is Played On A tower Built From Identical Wooden bricks Each Of Which Are Removed By Players In turn While trying not To Knock The Tower Over,Jenga
From which country does Gouda cheese come,Holland
What colour flag is used in Europe to signify a clean beach,Blue
"Prospect, Fort Washington and Central are all the names of what in New York",Parks (Not Stations)
With Which pantomime do you associate with the character of Baron Von Hardup,Cinderella
Which Grow Faster Is It Toe Nails Or Fingernails,Fingernails
Which body of water separates the Isle of Wight from the mainland,Solent
Which town was the first to have a nudist beach in England,Brighton
"Camp X-Ray, which holds suspected Al-Qaeda terrorists is situated on which island",Cuba
Which vegetable is used in the Greek dish Moussaka,Aubergine
What is the cockney rhyming slang for a fiver,Lady Godiva
A SNOB NO TASTE Is An Anagram Of Which Foodstuff,Beans On Toast
Which British Politician Was Given the Name Vindaloo In The 1990's,Edwina Currie
Who was the first nude centrefold for Playboy magazine,Marilyn Monroe
What does the word ‘spumante' mean on a bottle of wine,Sparkling
In Which 2 Countrys Will You Find Mount Everest,Nepal & Tibet
What Is The Hardest Bone In The Human Body,Jaw Bone
"Which restaurant, near Piccadilly Circus. London, was officially opened by Arnold Schwarzenegger, Bruce Willis and Sylvester Stallone, in April 1993",Planet Hollywood
Which part of the eye gives it it's colour,Iris
How Would You Orally Address An Archbishop (Church Of England),Your Grace
Islamabad Is The Capital Of Which Country?,Pakistan
What Do The Letters UNICEF Stand For?,United Nations International Children's Emergency Fund
"Which Country's Flag Is A Vertical Tricolour Of Black, Gold And Red?",Belgium
Can You Spell The Word For Me Fluorescent?,Fluorescent
Which Main Mineral Is Found In Bananas?,Potassium
Who wrote the book that was later turned into the 1999 film The Green Mile?,Steven King
Which Famous Book Featured A Pig Called Napoleon?,Animal Farm
Who Is The Arch Enemy Of Robin Hood?,Sheriff Of Nottingham
What Was The Artist Picasso's First Name,Pablo
Which Country Produces The Largest Number Of Potatoes,Russia
"Who in 1973 said, “There can be no whitewash, at the Whitehouse”",Richard Nixon
Endor Is the home planet of which fictional creatures,The Ewoks (Star Wars)
From Which Country Does Mulligatawny Soup Originate,India
Which Communications Fad Came In A Blaze Of Publicity In The Early 80's But Fizzled Out In A Short Space Of Time?,CB Radio
"Which literary character, created by Hugh Lofting, had the ability to talk to animals",Dr Doolittle
Which common plants name means literally Lion's Tooth,Dandelion
Who Was The Last British Govener For Hong Kong,Chris Patten
What was the name of the Duke of Wellingtons horse at the Battle of Waterloo?,Copenhagen
Which Is Taller The London Eye Or London's Telecom Tower?,Telecom Tower 189 M
,London Eye 135 M
What Countries Capital City Comes Last Alphabetically,(Zagreb) / Croatia
In Which War Did The Charge Of The Light Brigade Take Place,Crimean War
Which Archbishop of Canterbury was assassinated in 1170,Thomas A' Becket
What Was The Former Name Of The Country Now Known As Thailand,Siam
Who Is Older Tony Blaire Or Gordon Brown,"Brown 1951, Blair 1953"
What Is The Name Of The Daughter Of Bill & Hillary Clinton,Chelsea
What Does The Term “Flambe” Mean In Cooking?,Cover With Alcohol And Set Alight
Jacob's Creek Wine Is Imported From Which Country?,Australia
What Kind Of Fruit Is A “Pamplemouse” In France?,A Grapefruit
What Is The Technical Medical Term For Blood Poisoning?,Septicaemia
What Was The Name Given To Rulers In Japan Between 1192 & 1868?,Shoguns
How Many Pints Are There In Five Gallons?,40 Pints
Could You Spell The Word For Me “Pharmaceutical”?,Pharmaceutical
Sergeant Joe Friday Was The Hero Of Which Early TV Series?,Dragnet
Which Ocean Is To The North Of Norway?,The Arctic Ocean
Its Technical Name Is A Gatso How Is It More Commonly Known?,Speed Camera
Land Rover And Volvo Are Owned By Which Company?,Ford
What Is The Former Name Of Thailand?,Formosa
What Type Of Detective Was Made Famous By Dennis Potter?,The Singing Detective
What Day Must A Month Begin On In Order To Have A Friday The 13 th ?,A Sunday
What is the Australian name for a long narrow lake or backwater,Billabong
"According To The Rhyme, Which Day's Child “Work's Hard For A Living”?",Saturday's
What Part Of The Human Body And You Must Be Specific Will You Find The Fossette?,The Dimple In The Chin
How Many Teeth Does An Adult Human Have,32
What Name Is Given To A Male Elephant?,Bull
Which Newspaper Features The Comic Strip Fred Bassett?,Daily Mail
What Is The Official Language Of Brazil?,Portugese
Which Is The Only State Of The USA That Begins With The Letter P?,Pennsylvania
What Is The Largest Internal Organ Of The Human Body?,Liver
Regarding Diving What Does The Acronym SCUBA Actually Stand For?,Self Contained Underwater Breathing Apparatus
In Celsius What Is The Standard Temperature Of The Average Human Body?,37 Celsius
"How Are Yasmin, Chloe, Sasha And Jade Collectively Known In the World Of Dolls?",Bratz
What Colour Are The Seats In The House Of Lords?,Red
Which Is The Only US State That Begins With The Letter L?,Louisiana
At What Age Does A Jewish Boy Traditionally Undergo His Bar Mitzvah?,Age 13 (1 Day To Be Exact)
In Text Messaging And Computer Terminology What Does FYEO Mean?,For Your Eyes Only
Which Singer Said “ I Am Not Offended By Dumb Blonde Jokes Because I Know I Am Not Dumb & I'm Also Not Blonde”?,Dolly Parton
Which Is England's Largest Castle?,Windsor
What Name Is Given To A Young Elephant?,Calf
What Percentage Of Gold Is There In A One Pound Coin?,None
"Which English City's Metropolitan Area Includes The Districts Of Roundhay, Swillington And Pudsey?",Leeds
How Many Carats Is Pure Gold,24
Can You Name Any Of The 4 Presidents Sculpted Onto Mount Rushmore PFE,"Washington, Lincoln, Roosevelt, Jefferson"
Who Wrote The Opera Madam Butterfly,Puccini
What's The Name Of The Place Where Winnie The Pooh Lives,The 100 Acre Wood
Which Town In England Is Home To The National Lawn Mower Museum,Southport
In Roman Numerals The Number 100 Is Represented By What Letter,C
What Colour Is A Giraffes Tongue,Blue
Queen Elizabeth The 1 st Is The Daughter Of Henry The 8 th & Which One Of His Wives,Anne Boleyn
Qantus The National Airline Of Australia Has What Animal As Its Logo,A Kangaroo
What Number Between 1 & Ten Do The Japanese Consider To Be Unlucky,4
How Is Hydrodgen Sulphide More Commonly Known As What,A Stink Bomb
Which Companies Logo Is Officially Known As The Swoosh,Nike
What Country Was Invaded By Iraq On The 2 nd August 1990,Kuwait
What Is Half Of A Sphere Properly Known As,Hemisphere
To Which Type Of Insects Does A Ladybird Belong,Beetle
Which Letter Of The Alphabet Is Might You Sometimes Find On A Pair Of Mens Underpants,Y
When A Person Is Referred To As AKA What Does The AKA Actually Mean,Also Known As
What Is The First Planet In Our Solar System Alphabetically,Earth
In Which Seaside Resort Was The First Butlins Built,Skegness
Which Latin Word Means Elsewhere In English,Alibi
What Is The Cheapest Property On A Monopoly Board,Old Kent Road
What Are The 2 Main Ingredients Of Bubble & Squeek,Potato & Cabbage
What Does The Spanish Word Salsa Actually Mean,Sauce
What Is The Official Language Of The Bahamas,English
What Opened In Moscow For The First Time On 31 st Jan 1990,Mc Donalds
What Was Invented By Wallace Carothers In The 1930's,Nylon
How Many Ventricles Are There In The human Heart,2 Lower / The 2 Upper Are Atria
What is the most common colour that appears in the flags of the world?,Red
"What cocktail consists of Tia Maria, Vodka and Coke?",A black Russian
Which planet in the Solar System is closest in size to Earth?,Venus
Which Car Company Manufactures The Tigra,Vauxhall
What European country did Romans call Lusitania?,Portugal
Which organization admitted Debbie Maghee as it's first woman member,The Magic Circle
Which detective would you associate with the actor Peter Falk –,Columbo
What Is The Worlds Most Southerly Capital City?,"Wellington , New Zealand"
A Gathering Of This Type Of Animal Is Known As A Dazzle Whats The Animal ,A Zebra
What is the total of the numbers on a clock face,78
Whose Website Is Yell.com,Yellow Pages
What Was President Richard Nixons Middle Name,Millhous
Which English City Has 35 Miles Of Canals,Birmingham
Who Created The Mr Men,Roger Hargreaves
Times The Days Of The Week By The Months Of The Year,84
How Many Sides Does A Heptagon Have,7
How Many Events Are There In A Decathalon,10
What Do The Numbers On A Roulette Wheel Add Up To,666
What Is The Name Of The Womans Prison In Islington North London,Holloway
What Is A Non Leap Year Known As,A Common Year
What Is The White Of An Egg Called,Albumen
Which Sea Lies Of The Coast Of Latvia,Baltic
What Does The Word Balti Mean In English,Bucket
In Which US State Is Pearl Harbour,Hawaii
What Type Of Creature Is A Mudskipper,A Fish
What Was The Short Lived Name Of The Post Office Between 2001 & 2002,Consignia
Who Is Credited With Writing The Poem The Owl And The Pussycat,Edward Lear
How Many Books Are There In The Old Testament,39
"Craig Evans Hit The Headlines In 2001, But Does Anyone Remember Why?",Punched By John Prescott
Which Cosmetics & Perfume Company Was Originally Called “The California Perfume Co”?,Avon
What Disco Dance Hit Does TV Character “David Brent” Attempt To Hum During The Classic Dance Routine He Performed On TV's The Office?,Disco Inferno
What Organisation Did Esther Rantzen Launch In 1986?,Childline
Which artist painted the famous painting known as “La Guernica”,Picasso
Which element has the chemical symbol “K”,Potassium
What word means to be confidently aggressive or self assured,Assertive
A Binnacle is a special stand provided for mounting what piece of equipment on board a ship,Compass
What Is The Art Of Decorative Writing Called?,Caligraphy
What Is The Birth Stone For February?,Amethyst
If A Dish Is Served “Parmentier” What Is It Cooked Or Served With?,Potatoes
Which Infamous Englishman's Prison Number Was FF8282?,Jeffrey Archer
What Is The Worlds 3 rd Largest Sea?,Mediterranean
Who Played Jim Morrison In The 1991 Film “The Doors”?,Val Kilmner
"Which Animated TV Comedy Features The Characters Of Bender, Fry & Dr Zoidberg?",Futurama
Which Celebrity Was Recently Awarded The Title Of Celebrity Shagger Of The Year For Their Exploits & Celebrity Conquests Throughout 2006?,Russell Brand
In Which Country Is The Valley Of The Kings?,Egypt
What Is Adams Ale More Commonly Known As?,Water
What Is The Unit Of Measurement Of Wind Speed?,Knots
If A Person Passes Out Drunk What Effect Does Placing Their Hand In Warm Water Usually Have On Them,They Piss Themselves
How Many Lines Are In A Sonnet?,14
What Is The Main Ingredient Of Paella?,Rice
The Mont Blanc Road Tunnel Connects France With Which Other Country?,Italy
What Colour Is The History Wedge In Trivial Pursuit?,Yellow
Which Element Has The Chemical Symbol FE?,Iron
